,A,B,C,D,E,F,G,H,I
v1812,0.8,0.0,0.2,0.3,0.0,0.2,0.7,0.5,
v1813,1.0,1.0,,,,,,,
v1814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1815,1.0,,0.1,,0.2,,0.1,0.1,
v1816,1.0,0.1,0.4,0.8,0.4,0.4,0.8,0.2,0.2
v1817,1.0,,,1.0,,,,,
v1818,0.0,1.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2
v1819,0.0,0.4,0.1,,0.3,0.0,0.0,0.2,0.2
v1820,1.0,0.4,0.4,0.5,0.5,0.3,0.4,0.4,
v1821,0.1,1.0,,,,0.6,0.5,,0.3
v1822,0.8,,0.8,,0.7,,,,
v1823,0.1,0.0,,0.0,,0.0,0.0,0.0,0.0
v1824,1.0,0.0,0.3,0.0,0.5,0.3,0.5,0.0,0.0
v1825,0.7,,,,,,,,
v1826,0.1,0.8,0.6,0.5,0.4,0.1,0.1,0.4,0.3
v1827,0.4,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0
v1828,0.8,,0.7,0.5,0.6,0.6,0.8,,0.6
v1829,0.0,0.3,0.3,0.0,0.2,0.0,0.1,0.2,0.2
v1830,0.8,0.4,,,0.3,,0.5,,
v1831,0.0,0.2,0.5,,,,0.4,,0.3
v1832,1.0,0.1,,,,,0.1,0.1,0.1
v1833,0.5,,,,,,,,
v1834,0.0,0.5,,,,0.5,0.5,0.5,
v1835,1.0,0.0,,0.0,,0.7,0.5,0.3,0.0
v1836,0.0,,,,,0.0,0.0,0.0,
v1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1838,1.0,,,0.1,,,,,
v1839,0.9,0.0,1.0,0.9,,0.3,0.0,0.0,0.0
v1840,0.7,0.6,,0.6,,,0.7,0.6,
v1841,0.0,1.0,,0.7,,,,,
v1842,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1843,0.7,0.1,,0.4,,0.0,0.0,,
v1844,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v1845,0.4,0.8,0.6,0.6,0.6,0.6,0.6,0.5,
v1846,0.0,0.7,0.4,0.7,0.4,0.6,0.6,0.6,0.6
v1847,0.3,1.0,,,0.5,0.5,,,
v1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1849,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0
v1850,0.4,0.4,,,,,0.4,,
v1851,0.5,0.0,,,,,,,
v1852,0.0,0.5,0.1,,0.1,0.2,0.1,0.3,
v1853,0.0,0.3,0.2,0.0,0.2,0.2,0.0,0.0,0.0
v1854,0.7,0.0,0.4,0.7,0.2,0.4,0.8,0.0,0.1
v1855,1.0,,,,,,,,
v1856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
v1857,0.0,0.2,0.0,0.0,,0.0,0.0,0.3,0.0
v1858,0.4,0.0,0.1,,0.0,0.0,0.3,0.0,0.4
v1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1860,0.0,1.0,0.5,0.5,0.5,0.9,0.9,0.0,0.9
v1861,0.5,0.0,0.4,,0.4,0.5,0.3,0.3,0.2
v1862,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.4,
v1863,0.0,0.5,0.2,0.2,0.3,0.0,0.0,0.2,0.2
v1864,0.0,,,,,,,,
v1865,0.7,0.9,1.0,0.8,,,,,
v1866,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.4,0.4
v1867,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0
v1868,0.5,,,,,,,,
v1869,0.5,0.0,0.0,0.5,0.0,0.2,0.4,0.2,0.2
v1870,0.0,1.0,,0.0,,,,,
v1871,0.0,0.8,0.4,0.1,,0.1,,,
v1872,1.0,0.0,0.0,,0.0,,,0.0,
v1873,1.0,,,,,,,,
v1874,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
v1875,0.0,0.7,0.0,,,0.0,0.0,0.5,
v1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1877,1.0,,0.0,0.0,0.2,0.3,0.2,,0.0
v1878,0.0,1.0,0.9,0.0,1.0,0.0,0.2,0.2,1.0
v1879,0.6,0.6,0.5,,,0.6,0.6,,
v1880,0.0,0.5,0.5,,0.5,0.5,0.5,0.5,0.5
v1881,0.4,0.3,0.1,0.9,,0.6,,0.5,
v1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1883,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1884,1.0,,,,1.0,,,,
v1885,0.0,0.9,,0.0,0.5,,0.2,0.0,
v1886,0.0,1.0,0.4,0.8,0.2,0.6,0.3,0.4,
v1887,0.0,0.7,0.5,0.0,0.1,0.7,0.4,0.0,0.6
v1888,0.5,,,,,,,,
v1889,0.6,0.1,0.1,0.5,0.0,0.2,0.0,0.0,0.0
v1890,0.3,0.0,0.4,0.3,,0.4,0.5,0.3,
v1891,1.0,0.8,0.8,1.0,1.0,1.0,1.0,0.8,1.0
v1892,,0.8,0.8,,,0.8,0.9,,
v1893,1.0,,,,,,,,
v1894,0.7,,0.8,0.5,,0.4,,,
v1895,0.7,0.8,0.5,0.4,0.6,0.8,0.6,,0.5
v1896,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0,1.0
v1897,0.0,1.0,0.6,0.8,0.6,0.6,0.6,0.6,0.8
v1898,0.0,0.8,0.0,0.2,0.7,0.0,0.0,0.5,0.5
v1899,0.3,0.8,0.3,,,0.3,,,
