,A,B,C,D,E,F,G,H
v1612,0.0,0.7,0.2,0.2,0.0,0.4,0.0,0.0
v1613,0.0,1.0,1.0,0.1,0.1,0.0,0.0,0.1
v1614,1.0,0.4,0.8,0.9,0.8,0.5,0.8,0.8
v1615,0.1,0.5,0.4,0.3,0.3,0.4,0.4,0.3
v1616,0.8,0.0,0.1,1.0,0.6,0.0,1.0,0.7
v1617,1.0,0.8,0.6,0.8,1.0,0.6,0.8,0.6
v1618,0.8,0.0,0.4,0.7,0.8,0.1,0.8,0.7
v1619,0.4,0.2,0.7,0.1,0.4,0.4,0.2,0.6
v1620,1.0,0.0,0.1,0.7,0.7,0.0,0.8,0.2
v1621,0.8,0.2,0.4,0.5,0.4,0.2,0.6,0.5
v1622,0.9,0.0,0.6,0.6,1.0,0.6,0.8,0.6
v1623,1.0,0.0,0.8,0.9,0.8,0.4,0.5,0.8
v1624,0.6,0.3,0.9,0.3,0.5,0.9,0.2,0.6
v1625,0.8,0.0,0.1,1.0,0.5,0.0,0.8,0.3
v1626,1.0,0.0,0.5,0.7,1.0,0.0,0.3,0.5
v1627,0.4,0.4,0.6,0.3,0.6,0.7,0.6,0.5
v1628,0.1,1.0,0.8,0.0,,0.5,0.0,0.5
v1629,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5
v1630,0.8,0.0,0.2,0.8,0.6,0.0,1.0,0.2
v1631,1.0,0.0,0.0,0.0,0.9,0.0,0.3,0.3
v1632,0.5,0.0,0.0,1.0,0.3,0.0,1.0,0.0
v1633,0.7,0.0,0.9,0.4,0.4,0.7,0.4,0.6
v1634,0.8,0.5,0.8,0.7,0.7,0.5,0.7,0.5
v1635,0.1,0.8,0.9,0.3,0.0,0.8,0.0,0.7
v1636,,1.0,1.0,0.0,0.0,0.5,,0.3
v1637,0.3,0.8,0.9,0.4,0.2,0.6,0.3,0.4
v1638,1.0,0.0,0.6,0.6,0.9,0.6,0.7,0.6
v1639,0.8,0.2,0.8,0.2,0.7,0.9,0.2,0.5
v1640,0.3,0.5,0.9,0.0,0.5,0.8,0.4,0.7
v1641,0.5,0.9,0.9,0.1,0.0,0.9,0.0,0.9
v1642,0.0,1.0,0.7,0.1,0.0,0.8,0.0,0.6
v1643,0.6,0.1,0.7,0.5,0.4,0.4,0.6,0.4
v1644,0.5,0.0,0.2,0.5,0.5,0.0,0.5,0.2
v1645,0.9,0.5,0.8,0.8,0.8,0.8,0.8,0.8
v1646,0.7,0.0,0.0,0.6,0.2,0.0,0.7,0.3
v1647,0.8,0.0,0.4,0.7,0.6,0.1,0.9,0.3
v1648,0.6,0.8,0.6,0.9,0.7,0.5,0.4,0.7
v1649,0.0,1.0,0.7,0.0,0.0,0.5,0.0,0.5
v1650,0.6,0.1,0.2,0.3,0.3,0.2,0.7,0.5
v1651,0.1,0.6,0.3,0.4,0.2,0.5,0.0,0.4
v1652,1.0,0.0,0.2,0.9,0.6,0.1,0.9,0.1
v1653,0.6,0.0,0.3,0.7,0.6,0.4,0.7,0.6
v1654,0.1,0.2,0.8,0.0,0.5,0.5,0.0,0.7
v1655,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.1
v1656,0.0,0.7,0.8,0.0,0.8,1.0,0.0,0.0
v1657,0.4,0.6,1.0,0.0,0.0,0.8,0.0,0.6
v1658,1.0,0.0,0.7,0.7,0.5,0.2,0.2,0.7
v1659,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
v1660,1.0,0.4,0.5,0.5,0.5,0.5,1.0,0.5
v1661,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1
v1662,1.0,0.0,0.6,0.6,1.0,0.2,0.4,0.6
v1663,1.0,0.0,0.3,0.3,0.5,0.2,0.2,0.4
v1664,0.9,0.0,0.5,0.3,0.5,0.2,0.3,0.6
v1665,1.0,0.0,0.2,0.9,0.7,0.0,0.9,0.2
v1666,1.0,0.0,0.0,0.8,0.5,0.0,0.8,0.0
v1667,0.9,0.0,0.0,0.1,0.5,0.0,0.6,0.2
v1668,1.0,0.0,0.2,1.0,0.5,0.0,1.0,0.5
v1669,0.0,0.9,1.0,0.0,0.5,0.9,0.0,0.8
v1670,0.4,0.0,0.6,0.5,0.7,0.1,0.6,0.1
v1671,1.0,0.0,0.7,0.5,0.6,0.2,0.8,0.4
v1672,0.0,0.7,1.0,0.0,0.0,0.7,0.0,0.5
v1673,0.9,0.0,0.4,0.6,0.6,0.2,0.7,0.4
v1674,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
v1675,,0.6,,,,,,
v1676,1.0,0.7,0.6,0.8,0.7,0.6,0.6,0.6
v1677,0.4,0.9,0.1,0.2,0.3,0.6,0.0,0.2
v1678,0.8,0.5,0.5,0.5,0.0,0.1,0.5,0.2
v1679,1.0,0.0,0.1,1.0,1.0,0.0,0.3,0.0
v1680,0.6,0.0,0.9,0.5,1.0,0.8,0.4,0.6
v1681,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1682,1.0,0.5,0.8,0.9,0.6,0.7,0.7,0.7
v1683,0.3,0.3,0.9,0.0,0.2,0.9,0.0,0.9
v1684,0.4,0.8,0.7,0.0,0.3,0.7,0.1,0.5
v1685,1.0,0.0,0.2,0.6,0.7,0.0,0.6,0.5
v1686,0.3,0.5,0.8,0.0,0.5,0.9,0.1,0.7
v1687,0.9,0.0,0.5,1.0,0.9,0.0,0.6,0.1
v1688,0.0,1.0,0.9,0.0,0.0,0.9,0.0,0.0
v1689,0.9,0.3,0.7,1.0,0.8,0.5,0.4,0.6
v1690,0.9,0.0,0.0,1.0,0.4,0.0,0.9,0.5
v1691,0.9,0.0,0.5,0.9,0.7,0.1,0.8,0.5
v1692,0.3,0.4,0.5,0.7,0.4,0.2,0.4,0.4
v1693,0.8,0.0,0.5,0.4,0.7,0.3,0.8,0.5
v1694,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
v1695,0.3,0.7,1.0,0.0,0.6,1.0,0.0,0.8
v1696,1.0,0.2,0.4,1.0,0.7,0.5,0.5,0.3
v1697,1.0,0.0,0.0,0.1,0.3,0.1,0.0,0.1
v1698,0.9,0.0,0.1,1.0,0.5,0.0,1.0,0.5
v1699,0.9,0.0,0.5,0.5,0.8,0.3,0.5,0.3
v1700,0.0,0.8,,0.8,0.2,0.8,0.0,0.1
v1701,0.4,0.8,0.7,0.2,0.2,0.9,0.1,0.5
v1702,1.0,0.0,0.6,0.6,0.8,0.3,0.9,0.6
v1703,1.0,0.0,0.1,0.7,0.7,0.0,0.7,0.6
v1704,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v1705,0.9,0.0,0.2,0.8,0.6,0.6,0.9,0.5
v1706,0.2,0.9,0.6,0.3,0.4,0.5,0.0,0.3
v1707,1.0,0.5,0.5,0.7,0.5,0.5,1.0,0.5
v1708,0.6,0.0,0.1,0.9,0.6,0.1,1.0,0.2
v1709,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v1710,1.0,0.0,0.6,0.2,0.9,0.1,0.6,0.7
v1711,0.5,0.2,0.8,0.3,1.0,0.6,0.3,0.6
v1712,0.0,0.0,1.0,0.4,0.6,0.6,0.4,0.6
v1713,0.9,0.1,0.7,0.5,0.7,0.5,0.5,0.5
v1714,0.4,1.0,0.5,0.0,0.2,1.0,0.0,0.2
v1715,0.7,0.8,1.0,,,0.7,0.5,0.7
v1716,0.4,0.4,1.0,0.3,0.8,0.7,0.2,0.8
v1717,0.3,0.8,1.0,0.3,0.5,0.4,0.3,1.0
v1718,0.5,0.0,0.3,0.9,0.5,0.1,0.7,0.3
v1719,0.8,0.0,0.6,0.4,0.2,0.5,0.6,0.6
v1720,1.0,,,,,,,
v1721,0.9,0.0,0.4,0.9,0.9,0.0,0.9,0.3
v1722,0.9,0.5,0.5,0.5,0.8,0.5,0.8,0.5
v1723,0.5,0.1,1.0,0.1,0.7,0.6,0.0,1.0
v1724,0.6,0.0,0.0,0.9,0.4,0.0,0.7,0.2
v1725,0.8,0.2,0.2,0.4,0.5,0.2,0.5,0.3
v1726,0.3,0.8,0.9,0.3,0.3,0.9,0.0,0.6
v1727,0.1,0.6,0.6,0.5,0.5,0.6,0.0,0.5
v1728,1.0,0.0,0.0,0.7,1.0,0.0,0.8,0.2
v1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1730,0.6,0.9,0.8,0.0,0.1,0.5,0.0,0.5
v1731,0.8,0.0,0.1,0.6,0.6,0.0,0.5,0.1
v1732,0.6,0.7,0.8,0.2,0.6,0.8,0.1,0.6
v1733,0.5,0.3,0.9,0.5,0.5,1.0,0.0,0.9
v1734,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v1735,0.6,0.8,1.0,0.0,0.0,0.8,0.0,0.5
v1736,0.8,0.9,0.7,0.1,0.1,0.1,0.0,0.2
v1737,0.5,0.8,0.8,0.8,0.5,0.8,0.5,0.5
v1738,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5
v1739,0.1,0.8,0.8,0.0,0.4,0.5,0.0,0.4
v1740,0.9,0.8,0.5,0.7,0.7,0.7,0.7,0.7
v1741,1.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0
v1742,0.1,0.9,0.9,0.0,0.2,0.9,0.1,0.7
v1743,0.3,0.8,0.6,0.3,0.3,0.5,0.0,0.5
v1744,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
v1745,0.9,0.6,0.8,0.6,0.6,0.6,0.6,0.6
v1746,0.8,0.0,0.2,1.0,0.2,0.0,0.8,0.5
v1747,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1748,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v1749,0.9,0.0,0.9,0.3,0.5,0.1,0.5,0.5
v1750,0.6,0.0,0.8,0.3,0.9,0.6,0.4,0.6
v1751,0.8,0.0,0.0,0.6,0.2,0.0,0.8,0.2
v1752,0.3,1.0,0.7,0.5,0.0,0.9,0.0,0.7
v1753,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.1
v1754,0.3,0.9,0.9,0.0,0.2,0.7,0.0,0.3
v1755,0.7,1.0,0.9,0.3,0.2,0.8,0.3,0.6
v1756,0.5,0.0,0.0,0.8,0.2,0.0,0.7,0.2
v1757,1.0,0.0,0.1,0.6,0.3,0.0,0.0,0.2
v1758,0.8,0.1,0.5,0.6,0.8,0.2,0.8,0.6
v1759,0.5,0.4,0.9,0.3,0.4,0.6,0.2,0.7
v1760,0.3,0.5,0.7,0.3,0.3,0.5,0.0,0.5
v1761,0.5,0.8,0.8,0.2,0.5,0.8,0.0,0.6
v1762,0.3,0.7,0.9,0.0,0.3,0.9,0.0,
v1763,1.0,0.0,,,0.8,0.0,0.9,0.1
v1764,0.8,0.0,0.2,0.4,0.9,0.2,0.6,0.5
v1765,0.9,0.3,0.6,0.8,0.7,0.3,0.8,0.6
v1766,0.1,1.0,1.0,0.0,0.0,0.8,0.0,0.2
v1767,0.1,0.8,0.7,0.1,0.1,0.7,0.0,0.4
v1768,0.2,0.2,0.9,0.3,0.5,,,0.7
v1769,0.8,0.0,0.4,0.7,0.8,0.3,0.9,0.6
v1770,0.8,0.0,0.2,0.4,0.7,0.1,0.6,0.3
v1771,0.5,0.5,0.5,0.0,0.1,0.0,0.4,0.1
v1772,1.0,0.0,0.1,0.5,0.5,0.1,0.6,0.6
v1773,0.5,0.5,0.7,0.4,0.5,0.5,0.4,0.6
v1774,0.8,0.7,0.8,0.6,0.6,0.4,0.3,0.7
v1775,0.0,0.0,1.0,0.0,0.2,0.9,0.0,0.6
v1776,0.5,0.0,0.0,1.0,0.1,0.0,1.0,0.0
v1777,0.8,0.5,0.3,0.4,0.5,0.5,0.5,0.5
v1778,0.3,0.7,0.9,0.1,0.8,0.6,0.1,0.6
v1779,0.7,0.9,0.7,0.5,0.5,0.5,0.0,0.3
v1780,0.7,0.0,0.1,0.9,0.4,0.1,0.8,0.3
v1781,0.7,0.0,0.0,0.0,0.6,0.0,0.5,0.2
v1782,0.8,1.0,0.8,0.0,0.0,0.8,,0.6
v1783,1.0,0.0,0.0,0.8,0.7,0.0,0.9,0.0
v1784,0.7,0.0,0.0,0.9,0.5,0.0,1.0,0.0
v1785,0.6,0.0,0.5,0.1,1.0,0.5,0.2,0.6
v1786,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0
v1787,0.6,0.1,0.6,0.2,0.9,0.6,0.5,0.7
v1788,0.4,0.8,0.9,0.0,0.5,0.9,0.0,0.8
v1789,0.8,0.2,0.1,0.4,0.4,0.2,0.8,0.4
v1790,0.9,0.0,0.5,0.6,0.7,0.2,0.7,0.6
v1791,1.0,0.0,0.2,0.7,0.8,0.0,0.6,0.4
v1792,0.5,0.0,0.2,0.0,0.8,0.0,0.8,0.8
v1793,0.5,0.7,0.9,0.1,0.5,0.7,0.5,0.7
v1794,0.8,0.1,0.9,0.1,0.5,0.6,0.1,0.5
v1795,0.8,0.1,0.2,0.9,0.5,0.2,0.9,0.4
v1796,1.0,0.0,0.5,0.8,0.9,0.4,0.8,0.6
v1797,0.8,0.0,0.2,0.1,0.2,0.0,0.2,0.2
v1798,0.8,0.0,0.0,0.3,0.8,0.0,0.3,0.0
v1799,0.1,0.8,0.9,0.0,0.1,0.9,0.2,0.7
v1800,0.8,0.0,0.2,1.0,0.7,0.2,0.9,0.3
v1801,0.9,0.5,0.8,0.7,0.8,0.7,0.7,0.7
v1802,0.6,0.0,0.8,0.3,0.6,0.6,0.3,0.6
v1803,0.7,0.4,0.3,0.4,0.6,0.3,0.0,0.4
v1804,1.0,0.7,0.8,0.8,0.6,0.7,0.8,0.7
v1805,1.0,0.0,0.6,0.6,1.0,0.2,0.6,0.5
v1806,0.9,0.0,0.7,0.7,0.8,0.1,0.7,0.7
v1807,0.9,0.0,0.1,0.9,0.9,0.4,0.6,0.0
v1808,0.6,0.0,0.6,0.3,0.9,0.2,0.3,0.4
v1809,0.9,0.0,0.7,0.5,1.0,0.5,0.9,0.5
v1810,0.9,0.1,0.3,0.7,0.7,0.2,0.7,0.7
v1811,0.0,0.9,0.6,0.5,0.5,0.7,0.1,0.5
v1812,0.6,0.1,0.7,0.1,0.3,0.7,0.1,0.7
v1813,0.7,0.0,0.8,0.0,0.8,0.7,0.1,0.7
v1814,0.7,0.9,0.8,0.6,0.0,0.8,0.0,0.9
v1815,0.5,0.7,0.6,0.2,0.5,0.4,0.4,0.5
v1816,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1817,0.2,0.9,0.8,0.1,0.2,0.8,0.1,0.6
v1818,0.0,1.0,1.0,0.0,0.0,0.9,0.0,0.4
v1819,1.0,0.0,0.1,0.4,1.0,0.3,0.7,0.3
v1820,0.1,0.9,0.8,0.0,0.3,1.0,0.0,0.5
v1821,0.9,0.1,0.6,0.2,0.7,0.3,0.8,0.2
v1822,0.9,0.0,0.2,1.0,0.2,0.0,0.8,0.1
v1823,0.9,0.0,0.1,1.0,0.7,0.0,1.0,0.1
v1824,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5
v1825,1.0,0.5,0.1,0.8,0.7,0.0,0.2,0.5
v1826,1.0,0.9,0.1,0.4,0.2,0.1,0.0,0.4
v1827,0.8,0.8,0.9,0.0,0.5,0.9,0.7,0.8
v1828,1.0,,,,,,,
v1829,0.6,0.9,0.8,0.5,0.5,0.8,0.0,0.8
v1830,0.8,0.0,0.7,0.4,0.6,0.0,0.6,0.5
v1831,0.8,0.8,1.0,0.1,0.7,0.5,0.0,0.7
v1832,0.0,0.5,0.8,0.0,0.1,0.7,0.0,0.9
v1833,0.7,0.0,0.1,0.8,0.4,0.1,0.9,0.3
v1834,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0
v1835,0.6,0.2,0.9,0.0,0.4,0.7,0.5,0.5
v1836,0.1,0.9,0.7,0.1,0.1,0.8,0.0,0.6
v1837,0.4,0.0,0.9,0.0,0.5,1.0,0.0,0.7
v1838,0.1,0.3,0.7,0.0,0.5,0.5,0.0,0.6
v1839,0.4,1.0,0.9,0.0,0.4,0.9,0.0,0.7
v1840,0.7,0.0,0.3,0.1,0.6,0.2,0.6,0.4
v1841,0.9,0.0,0.2,0.7,0.6,0.1,0.7,0.4
v1842,0.6,0.0,0.9,0.1,0.7,0.8,0.3,0.8
v1843,0.8,0.1,0.8,0.0,0.6,0.3,0.0,0.7
v1844,1.0,0.0,0.1,0.7,0.4,0.0,0.7,0.1
v1845,0.6,0.0,0.4,0.8,0.6,0.0,0.6,0.5
v1846,0.9,0.0,0.0,0.9,0.5,0.0,0.1,0.3
v1847,0.9,0.0,0.4,0.9,0.6,0.2,0.7,0.4
v1848,0.9,,,,,,,
v1849,0.9,0.5,0.0,0.5,0.5,0.4,0.8,0.2
v1850,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5
v1851,0.9,0.0,0.0,1.0,0.7,0.0,1.0,0.1
v1852,,0.0,0.0,0.7,0.7,0.0,,0.8
v1853,0.0,0.3,0.9,0.0,0.7,0.7,0.0,0.7
v1854,,0.0,,0.6,0.9,0.5,0.5,0.5
v1855,0.2,0.8,0.9,0.1,0.5,0.6,0.0,0.5
v1856,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1857,0.5,0.0,0.7,0.0,0.9,0.7,0.3,0.9
v1858,0.3,0.0,0.8,0.1,0.9,0.8,0.1,0.9
v1859,0.1,1.0,0.9,0.0,0.0,1.0,0.0,0.8
v1860,0.8,0.0,0.6,0.6,0.5,0.0,0.5,0.5
v1861,0.5,0.7,0.8,0.0,0.9,0.7,0.0,0.5
v1862,0.5,0.4,0.5,0.5,0.5,0.5,0.4,0.5
v1863,0.9,0.0,0.1,0.7,0.1,0.0,0.6,0.6
v1864,0.6,0.1,0.3,0.8,0.7,0.2,0.2,0.4
v1865,0.9,1.0,0.9,0.7,0.1,0.9,0.0,0.3
v1866,0.3,0.6,0.8,0.0,0.0,0.7,0.0,0.7
v1867,0.1,,0.4,0.1,0.5,,0.9,0.1
v1868,0.0,1.0,0.9,0.1,0.0,0.9,0.0,0.6
v1869,0.5,0.5,0.9,0.0,0.2,0.8,0.0,0.6
v1870,0.0,1.0,0.8,0.0,0.0,0.7,0.0,0.4
v1871,0.7,0.1,0.7,0.4,0.7,0.6,0.3,0.8
v1872,0.5,0.6,0.1,0.2,0.1,0.0,0.1,0.0
v1873,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
v1874,0.7,0.0,0.6,0.7,0.7,0.7,0.7,0.7
v1875,0.8,0.0,0.4,0.3,0.8,0.4,0.5,0.3
v1876,0.6,,0.8,0.2,0.6,0.5,0.5,0.6
v1877,0.9,0.0,0.1,0.8,0.7,0.1,0.8,0.4
v1878,0.9,0.0,0.3,0.7,0.5,0.2,0.3,0.3
v1879,0.7,0.8,0.8,0.7,0.5,0.8,0.1,0.6
v1880,0.8,0.5,0.5,0.5,0.6,0.5,0.5,0.7
v1881,0.7,0.0,0.2,0.3,0.8,0.0,0.9,0.3
v1882,0.0,0.9,0.9,0.0,0.0,0.8,0.0,0.0
v1883,0.5,0.0,0.5,0.3,0.7,0.6,0.5,0.5
v1884,,0.0,0.9,,0.9,,,
v1885,0.8,0.0,0.5,0.7,0.7,0.3,0.5,0.5
v1886,0.4,0.5,0.8,0.0,0.8,0.0,0.0,0.0
v1887,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.1
v1888,0.2,1.0,0.8,0.0,0.2,0.7,0.1,0.5
v1889,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
v1890,0.6,0.9,0.9,0.1,0.0,0.8,0.0,0.4
v1891,0.7,1.0,0.7,0.5,0.0,0.8,0.0,0.2
v1892,1.0,0.0,0.6,0.8,0.8,0.9,1.0,0.9
v1893,1.0,0.0,0.0,0.3,0.7,0.0,1.0,0.2
v1894,1.0,0.0,0.6,0.8,0.7,0.5,0.9,0.5
v1895,0.2,0.2,1.0,0.0,0.3,0.1,0.0,0.2
v1896,0.9,0.0,0.5,0.6,0.8,0.3,0.9,0.6
v1897,0.5,0.5,1.0,0.5,0.6,0.8,0.4,0.6
v1898,0.0,0.8,0.8,0.0,0.0,0.8,0.0,1.0
v1899,0.6,0.6,1.0,0.3,0.1,0.9,0.1,0.9
v1900,0.7,0.5,1.0,0.3,0.8,0.8,0.5,0.8
v1901,1.0,0.6,0.6,0.6,0.7,0.5,0.6,0.6
v1902,0.7,0.0,0.0,1.0,0.6,0.0,0.9,0.3
v1903,0.9,,,,0.9,,,
v1904,0.0,0.4,0.9,0.2,0.0,0.8,0.1,1.0
v1905,0.8,0.6,0.8,0.6,0.8,0.6,0.7,0.9
v1906,0.7,0.3,0.7,0.1,0.5,0.3,0.3,0.9
v1907,1.0,0.2,0.2,0.9,0.6,0.2,0.3,0.1
v1908,1.0,0.0,0.1,0.8,0.5,0.1,1.0,0.3
v1909,0.4,0.7,0.9,0.0,0.6,0.3,0.0,0.2
v1910,0.7,0.0,0.1,0.9,0.4,0.0,0.9,0.3
v1911,0.5,1.0,0.7,0.3,0.0,0.7,0.0,0.0
v1912,0.9,0.0,0.2,0.9,0.5,0.2,1.0,0.5
v1913,0.1,1.0,0.9,0.0,0.4,0.8,0.0,0.4
v1914,0.2,0.0,0.8,0.0,0.2,0.1,0.2,0.8
v1915,0.7,0.1,1.0,0.1,0.5,0.7,0.1,0.7
v1916,0.6,0.8,0.9,0.0,0.3,1.0,0.3,0.7
v1917,0.8,0.0,0.2,0.8,0.6,0.2,1.0,0.3
v1918,1.0,0.0,0.2,0.9,0.7,0.2,1.0,0.3
v1919,0.7,0.0,0.1,0.6,0.5,0.1,0.7,0.2
v1920,0.6,0.0,0.4,0.6,0.6,0.5,0.5,0.5
v1921,0.9,1.0,0.9,0.0,0.0,0.6,0.0,0.0
v1922,0.3,0.5,0.7,0.2,0.7,0.5,0.1,0.5
v1923,0.8,0.0,0.2,0.6,1.0,0.0,0.3,0.1
v1924,0.6,0.6,0.6,0.4,0.0,0.6,0.0,0.3
v1925,0.6,0.0,0.3,0.4,0.8,0.2,0.8,0.6
v1926,0.9,0.0,0.5,0.5,0.8,0.6,0.9,0.5
v1927,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1928,0.7,0.0,0.7,0.2,0.8,0.0,0.9,0.2
v1929,0.5,0.0,0.4,0.3,0.9,0.4,0.4,0.5
v1930,0.5,0.1,0.9,0.0,0.6,0.8,0.2,0.8
v1931,0.9,0.2,0.5,0.4,0.7,0.2,0.1,0.3
v1932,0.5,0.0,,0.5,0.9,0.1,1.0,
v1933,0.9,0.0,0.4,0.0,1.0,0.0,0.0,0.9
v1934,1.0,0.0,0.0,0.6,0.5,0.0,0.5,0.2
v1935,0.6,0.5,0.7,0.5,0.5,0.5,0.6,0.5
v1936,0.3,1.0,0.8,0.2,0.5,0.7,0.1,0.3
v1937,0.8,0.0,0.1,0.8,0.6,0.1,0.8,0.4
v1938,0.9,0.1,0.5,0.8,0.6,0.1,0.9,0.5
v1939,0.9,0.5,0.7,0.7,0.7,0.7,0.7,0.7
v1940,0.5,0.8,1.0,0.0,0.5,0.8,0.0,0.8
v1941,1.0,0.6,0.7,0.6,0.7,0.6,0.8,0.8
v1942,0.9,0.4,0.3,0.8,0.6,0.3,0.7,0.5
v1943,0.8,0.1,0.5,0.5,0.7,0.6,0.2,0.6
v1944,0.0,0.9,1.0,0.0,0.0,0.5,0.0,0.2
v1945,0.8,0.5,0.3,0.3,0.3,0.7,0.7,0.3
v1946,0.1,0.1,0.7,0.0,0.1,0.5,0.0,0.2
v1947,0.9,0.7,0.2,0.3,0.8,0.0,0.2,0.1
v1948,1.0,0.0,0.2,0.5,0.9,0.0,0.7,0.6
v1949,,0.2,,,,,,
v1950,0.9,0.0,0.8,0.6,,0.7,0.2,0.7
v1951,0.3,0.8,0.7,0.7,0.3,0.3,0.0,0.5
v1952,0.6,0.0,0.9,0.0,1.0,,,0.6
v1953,0.9,,,,,,,0.8
v1954,0.7,0.0,1.0,0.0,0.8,0.4,0.2,
v1955,0.5,0.0,0.5,0.2,0.2,0.0,0.1,0.4
v1956,0.0,1.0,0.8,0.0,0.3,0.9,0.0,0.1
v1957,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5
v1958,0.9,0.6,0.9,0.5,0.6,0.5,0.7,0.5
v1959,1.0,0.5,0.5,0.5,0.5,0.7,0.7,0.5
v1960,1.0,0.0,0.4,0.9,0.5,0.3,0.8,0.7
v1961,0.9,0.0,0.3,0.6,0.6,0.0,0.8,0.2
v1962,0.4,0.8,0.9,0.1,0.5,0.8,0.0,0.7
v1963,0.5,0.5,0.9,0.0,0.7,1.0,0.5,0.9
v1964,0.9,0.9,0.5,0.4,0.5,0.5,0.2,0.2
v1965,0.9,0.0,0.5,0.2,0.8,0.0,0.6,0.5
v1966,0.5,0.6,0.8,0.0,0.5,0.7,0.0,0.6
v1967,0.2,0.8,0.9,0.0,0.2,0.5,0.0,0.4
v1968,1.0,0.0,0.1,0.6,0.6,0.0,0.6,0.2
v1969,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1970,0.8,,,,,,,
v1971,1.0,0.1,0.5,0.7,0.7,0.2,0.3,0.5
v1972,0.6,1.0,0.8,0.3,0.2,0.9,0.0,0.7
v1973,,0.0,0.2,0.2,0.7,0.1,1.0,0.4
v1974,0.7,0.8,0.9,0.0,0.2,0.8,0.0,0.7
v1975,0.9,0.1,0.6,0.7,0.6,0.5,0.4,0.7
v1976,0.4,0.8,1.0,0.2,0.2,1.0,0.0,0.5
v1977,0.5,0.0,0.8,0.1,0.8,0.1,0.1,0.8
v1978,0.7,0.0,0.5,0.1,0.9,,,0.5
v1979,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
v1980,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.5
v1981,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7
v1982,0.6,0.0,0.6,0.3,0.8,0.4,0.5,0.4
v1983,1.0,,,,,,,
v1984,1.0,0.0,0.4,0.8,0.8,0.4,0.9,0.4
v1985,1.0,0.0,0.3,0.7,0.9,0.0,0.5,0.7
v1986,0.6,1.0,0.9,0.2,0.0,0.5,0.0,0.0
v1987,1.0,0.0,0.0,0.9,,0.0,0.9,0.9
v1988,0.9,0.0,0.8,0.2,0.8,0.6,0.2,0.6
v1989,0.6,0.0,0.1,0.6,0.5,0.0,0.5,0.2
v1990,0.8,0.2,0.8,0.8,0.7,0.4,0.6,0.5
v1991,0.0,1.0,0.8,,0.0,,0.0,
v1992,0.9,0.0,0.2,1.0,0.5,0.1,0.8,0.3
v1993,0.0,0.9,0.7,0.0,0.0,0.8,0.0,0.6
v1994,1.0,0.1,0.4,0.7,0.8,0.4,0.9,0.7
v1995,0.9,,,,,,,
v1996,0.0,0.6,0.6,0.0,0.0,0.5,0.0,0.9
v1997,0.8,0.1,0.8,0.2,0.6,0.3,0.1,0.6
v1998,0.0,0.0,0.8,0.0,0.7,0.8,0.1,0.8
v1999,0.2,0.9,1.0,0.4,0.5,0.5,0.1,0.5
v2000,0.8,0.0,0.0,0.7,0.1,0.0,1.0,0.0
v2001,0.9,0.0,0.0,1.0,0.5,0.0,0.7,0.5
v2002,0.6,0.0,0.6,0.2,1.0,0.0,0.9,0.5
v2003,0.9,0.0,0.7,0.7,0.9,0.0,0.6,0.6
v2004,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2005,1.0,0.0,0.0,0.7,0.8,0.0,0.7,0.6
v2006,1.0,0.0,0.0,0.9,0.5,0.5,0.5,0.0
v2007,0.7,0.3,0.5,0.5,0.7,0.7,0.5,0.7
v2008,0.8,0.0,0.3,0.6,0.9,0.2,0.9,0.4
